,text,type
8417,Louis being defeated implies that Rupert is not agreeable and Louis is panicky.,rule
8418,"If someone is not silly and not good, then he is historical, and vice versa.",rule
8419,"If Amanda is not good, then Aldis is defeated and Hunter is not agreeable, and vice versa.",rule
8420,Hunter being panicky and Hunter being not silly imply that Amanda is agreeable and Louis is not good.,rule
8421,"If someone is agreeable, then he is both panicky and not historical.",rule
8422,Someone is not silly and defeated if and only if he is good and historical.,rule
8423,"If someone is agreeable, then he is both defeated and not panicky.",rule
8424,Chalmers is not silly.,fact
8425,Janet is sufficient.,fact
8426,Quade is not confident.,fact
8427,Chalmers is not plain.,fact
8428,Lars is confident.,fact
8429,Melody is not tough.,fact
8430,Kent is plain.,fact
8431,Kent is tough.,fact
8432,Kent is not silly.,fact
8433,Arvel is not generous.,fact
8434,Melody is not silly.,fact
8435,Arvel is tough.,fact
8436,"If there is at least one people who is not sufficient, then Melody is not tough and Kent is silly.",rule
8437,Someone is plain and tough if and only if he is not sufficient.,rule
8438,It can be concluded that Chalmers is not tough once knowing that Kent is plain and Chalmers is not generous.,rule
8439,"If Melody is plain, then Lars is generous.",rule
8440,"If someone is not confident, then he is both generous and not plain.",rule
8441,"If someone is not silly, then he is both plain and not tough.",rule
8442,"If someone is not sufficient or he is not generous, then he is silly.",rule
8443,Kent is not silly if and only if Melody is plain and Lars is not sufficient.,rule
8444,"If there is at least one people who is plain, then Melody is confident and Kent is silly.",rule
8445,Someone who is generous and not sufficient is always plain and confident.,rule
8446,It can be concluded that Janet is plain and Chalmers is not silly once knowing that Janet is sufficient.,rule
8447,It can be concluded that Melody is generous and Lars is not sufficient once knowing that Quade is not silly.,rule
8448,Alexia is not dangerous.,fact
8449,Alexia is not old-fashioned.,fact
8450,Olaf is not nice.,fact
8451,Olaf is cool.,fact
8452,Heath is not informal.,fact
8453,Heath is not nice.,fact
8454,Eunice is old-fashioned.,fact
8455,Jacob is not nice.,fact
8456,Heath is not old-fashioned.,fact
8457,Eunice is dangerous.,fact
8458,Cuthbert is old-fashioned.,fact
8459,Jacob is old-fashioned.,fact
8460,"If someone is not informal, then he is nice, and vice versa.",rule
8461,All not informal people are cool.,rule
8462,"If Jacob is nice, then Rachelle is shy and Rachelle is not informal, and vice versa.",rule
8463,"If there is someone who is both nice and not informal, then Eunice is not dangerous.",rule
8464,Someone is dangerous if and only if he is old-fashioned.,rule
8465,Olaf being not nice is equivalent to Eunice being not dangerous.,rule
8466,It can be concluded that Cuthbert is informal once knowing that Olaf is old-fashioned.,rule
8467,"If someone is nice, then he is both not shy and not old-fashioned.",rule
8468,All not informal people are dangerous.,rule
8469,"If someone is dangerous, then he is both not informal and cool.",rule
8470,"If someone is not dangerous or he is not cool, then he is shy.",rule
8471,"As long as someone is either not shy or old-fashioned, he is nice and not informal.",rule
8472,Arlen is not breakable.,fact
8473,Lauren is not breakable.,fact
8474,Lucille is not additional.,fact
8475,Lucille is not self-disciplined.,fact
8476,Stefan is friendly.,fact
8477,Ethan is not additional.,fact
8478,Stefan is triangular.,fact
8479,Chalmers is not pink.,fact
8480,Chalmers is not triangular.,fact
8481,Lucille is pink.,fact
8482,Lauren is triangular.,fact
8483,Arlen is self-disciplined.,fact
8484,All not breakable people are pink.,rule
8485,Chalmers being pink or Lauren being additional implies that Arlen is not triangular.,rule
8486,"If all people are pink, then Lucille is triangular and Lucille is additional.",rule
8487,"If there is at least one people who is both not friendly and not triangular, then Stefan is not breakable.",rule
8488,"If someone is either not triangular or not breakable, then he is additional and not friendly.",rule
8489,"If there is at least one people who is friendly, then Camille is not breakable.",rule
8490,"If someone is pink, then he is both friendly and triangular.",rule
8491,Arlen is breakable if and only if Stefan is not pink and Arlen is additional.,rule
8492,"If there is someone who is additional, then Camille is friendly and Chalmers is not triangular.",rule
8493,Ethan being triangular implies that Ethan is not additional.,rule
8494,It can be concluded that Chalmers is not friendly once knowing that Ethan is breakable.,rule
8495,Lauren is not triangular if and only if Chalmers is not self-disciplined.,rule
8496,Corwin is helpful.,fact
8497,Garrick is not encouraging.,fact
8498,Garrick is helpful.,fact
8499,Bert is not nice.,fact
8500,Anthony is encouraging.,fact
8501,Homer is not courageous.,fact
8502,Bruce is not nice.,fact
8503,Corwin is not encouraging.,fact
8504,Homer is important.,fact
8505,Homer is nice.,fact
8506,Garrick is not impressive.,fact
8507,Bert is encouraging.,fact
8508,Someone is not impressive and not encouraging if and only if he is nice and important.,rule
8509,It can be concluded that Garrick is courageous once knowing that John is helpful or Anthony is nice.,rule
8510,"If all people are not nice, then Bruce is not important.",rule
8511,"If someone who is not courageous is also not impressive, then he is not nice.",rule
8512,"If someone is encouraging or not impressive, then he is helpful.",rule
8513,"If there is someone who is both courageous and not helpful, then Garrick is encouraging and Bert is important.",rule
8514,Someone being both encouraging and not nice is equivalent to being not important.,rule
8515,John is not nice if and only if Homer is not important and Anthony is not helpful.,rule
8516,"If there is someone who is either not helpful or nice, then John is not important and Corwin is not courageous.",rule
8517,"If Corwin is courageous, then Bruce is not nice.",rule
8518,Someone who is nice is always encouraging.,rule
8519,"If everyone is helpful or not nice, then Garrick is not important.",rule
8520,Jessie is not modern.,fact
8521,Konrad is rude.,fact
8522,Jessie is not massive.,fact
8523,Roswell is not massive.,fact
8524,Basil is modern.,fact
8525,Leona is not small.,fact
8526,Roswell is modern.,fact
8527,Basil is not thankful.,fact
8528,Leona is thankful.,fact
8529,Leona is rude.,fact
8530,Della is massive.,fact
8531,Jessie is not thankful.,fact
8532,"If there is someone who is either not massive or not modern, then Della is small and Roswell is not thankful.",rule
8533,Roswell being thankful implies that Chapman is helpless and Basil is modern.,rule
8534,"If someone is not massive, then he is both thankful and not rude.",rule
8535,"If there is someone who is not rude, then Leona is not thankful and Della is modern.",rule
8536,"If there is someone who is not rude, then Chapman is not massive and Konrad is not modern.",rule
8537,"If there is someone who is either modern or thankful, then Roswell is not helpless.",rule
8538,"If everyone is massive, then Chapman is helpless and Leona is thankful.",rule
8539,Someone is modern if and only if he is rude.,rule
8540,"If there is someone who is both thankful and not small, then Jessie is not helpless.",rule
8541,"If there is at least one people who is both not helpless and thankful, then Chapman is not small.",rule
8542,"If there is at least one people who is helpless, then Chapman is not small and Jessie is rude.",rule
8543,"If Basil is not modern and Jessie is not massive, then Basil is rude and Chapman is thankful, and vice versa.",rule
8544,Tony is green.,fact
8545,Arlen is helpful.,fact
8546,Theodore is not right.,fact
8547,Theodore is not green.,fact
8548,Roy is not boring.,fact
8549,Renfred is not helpful.,fact
8550,Arlen is not right.,fact
8551,Renfred is not green.,fact
8552,Theodore is not helpful.,fact
8553,Arlen is not dull.,fact
8554,Lincoln is not green.,fact
8555,Arlen is boring.,fact
8556,Someone is not boring if and only if he is bright.,rule
8557,"If someone who is boring is also dull, then he is not bright.",rule
8558,"If someone is green and not dull, then he is not bright, and vice versa.",rule
8559,Someone is right and boring if and only if he is bright and helpful.,rule
8560,"If someone is bright, then he is not right.",rule
8561,"If someone is either not green or not bright, then he is not dull and not right.",rule
8562,"If someone is not right or he is not dull, then he is not boring.",rule
8563,Arlen being dull and Renfred being not bright imply that Tony is not boring and Roy is not green.,rule
8564,"If there is someone who is either not helpful or right, then Renfred is green.",rule
8565,"If Tony is green and Tony is not bright, then Renfred is right.",rule
8566,"If there is someone who is right, then Roy is dull.",rule
8567,"If Lincoln is boring, then Lincoln is not dull, and vice versa.",rule
8568,Isaac is critical.,fact
8569,Jimmy is remarkable.,fact
8570,Roy is critical.,fact
8571,Isabel is shy.,fact
8572,Jimmy is not whispering.,fact
8573,Guy is critical.,fact
8574,Stefan is not whispering.,fact
8575,Jimmy is not shy.,fact
8576,Jimmy is not critical.,fact
8577,Guy is popular.,fact
8578,Roy is popular.,fact
8579,Isaac is remarkable.,fact
8580,It can be concluded that Jimmy is not critical once knowing that Stefan is remarkable.,rule
8581,It can be concluded that Isaac is not popular once knowing that Odessa is not critical.,rule
8582,"If there is at least one people who is not popular, then Odessa is remarkable.",rule
8583,"If there is at least one people who is both not popular and not shy, then Odessa is not adventurous.",rule
8584,"If someone is not whispering or he is not remarkable, then he is not shy.",rule
8585,"As long as someone is not whispering and adventurous, he is popular and not remarkable.",rule
8586,Someone who is whispering is always not popular.,rule
8587,Someone who is not remarkable is always both not shy and popular.,rule
8588,Someone is not critical and not whispering if and only if he is remarkable.,rule
8589,"If Isabel is not popular or Guy is remarkable, then Odessa is shy.",rule
8590,"As long as someone is not critical, he is not adventurous and not whispering.",rule
8591,Someone being critical is equivalent to being not popular.,rule
8592,Burton is not brave.,fact
8593,Burton is plastic.,fact
8594,Ridley is ugly.,fact
8595,Robyn is not blue.,fact
8596,Kilian is not embarrassed.,fact
8597,Anthony is not plastic.,fact
8598,Kilian is plastic.,fact
8599,Caleb is embarrassed.,fact
8600,Anthony is brave.,fact
8601,Robyn is plastic.,fact
8602,Robyn is miniscule.,fact
8603,Caleb is not blue.,fact
8604,"If there is someone who is either blue or brave, then Robyn is miniscule.",rule
8605,Anthony being not ugly implies that Ridley is not blue and Ridley is not miniscule.,rule
8606,Ridley being blue implies that Caleb is miniscule and Kilian is plastic.,rule
8607,"If someone is miniscule, then he is not brave, and vice versa.",rule
8608,"If there is someone who is either blue or not ugly, then Robyn is not plastic and Anthony is not miniscule.",rule
8609,"If there is someone who is ugly, then Anthony is not blue.",rule
8610,"If there is at least one people who is both ugly and miniscule, then Ridley is not plastic.",rule
8611,Robyn being blue or Burton being not plastic implies that Anthony is ugly.,rule
8612,"If there is someone who is miniscule, then Anthony is not brave.",rule
8613,Quimby being not ugly is equivalent to Ridley being not blue.,rule
8614,"If there is at least one people who is both ugly and not plastic, then Quimby is not brave.",rule
8615,"If there is at least one people who is not embarrassed or blue, then Burton is not ugly.",rule
8616,Hector is not uptight.,fact
8617,Hector is not gifted.,fact
8618,Milton is depressed.,fact
8619,Samson is motionless.,fact
8620,Milton is not motionless.,fact
8621,Hector is not depressed.,fact
8622,Hunter is motionless.,fact
8623,Milton is discreet.,fact
8624,Hunter is not discreet.,fact
8625,Hector is not plain.,fact
8626,Hunter is uptight.,fact
8627,Justin is motionless.,fact
8628,"If there is someone who is discreet, then Justin is gifted.",rule
8629,"If Samson is motionless, then Justin is plain.",rule
8630,"If someone is not uptight, then he is not plain, and vice versa.",rule
8631,"If there is at least one people who is not uptight, then Hector is gifted.",rule
8632,It can be concluded that Carroll is gifted once knowing that Justin is not plain and Carroll is uptight.,rule
8633,"If someone is depressed, then he is uptight, and vice versa.",rule
8634,Justin being not depressed is equivalent to Milton being plain.,rule
8635,"If Milton is not depressed or Grant is uptight, then Hector is discreet.",rule
8636,Hunter being depressed is equivalent to Samson being motionless.,rule
8637,"If there is at least one people who is discreet, then Hunter is not gifted and Milton is depressed.",rule
8638,Someone who is plain is always both not discreet and not motionless.,rule
8639,Someone is not motionless if and only if he is discreet.,rule
8640,Gloria is compassionate.,fact
8641,Sherwin is hypocritical.,fact
8642,Gloria is sticky.,fact
8643,Justin is not compassionate.,fact
8644,Kerry is not famous.,fact
8645,Hunter is famous.,fact
8646,Hubert is not famous.,fact
8647,Hunter is not cautious.,fact
8648,Norris is sticky.,fact
8649,Hubert is not elegant.,fact
8650,Justin is elegant.,fact
8651,Gloria is cautious.,fact
8652,"If someone is not sticky or not famous, then he is not cautious.",rule
8653,"If there is someone who is both cautious and elegant, then Hunter is not hypocritical and Hubert is famous.",rule
8654,"If there is someone who is both sticky and compassionate, then Justin is not cautious.",rule
8655,Someone who is both not elegant and not cautious is always famous.,rule
8656,"If Sherwin is cautious, then Norris is not hypocritical.",rule
8657,"If Sherwin is elegant or Hunter is cautious, then Hubert is not famous.",rule
8658,"If there is nobody who is not not cautious, then Norris is elegant.",rule
8659,"As long as someone is cautious, he is not famous and not compassionate.",rule
8660,"If someone is not cautious, then he is famous, and vice versa.",rule
8661,"If someone is both sticky and cautious, then he is not compassionate.",rule
8662,"If there is at least one people who is cautious, then Norris is famous.",rule
8663,"If someone is not elegant or he is not compassionate, then he is not sticky.",rule
8664,Kathryn is modern.,fact
8665,Kathryn is tender.,fact
8666,Kathryn is nutty.,fact
8667,Aldis is not nutty.,fact
8668,James is not hungry.,fact
8669,Keene is not modern.,fact
8670,Keene is not hungry.,fact
8671,James is modern.,fact
8672,James is not tender.,fact
8673,Keene is not ugliest.,fact
8674,Melville is not tender.,fact
8675,Baldwin is tender.,fact
8676,"If someone who is not hungry is also not tender, then he is ugliest.",rule
8677,It can be concluded that Keene is tender once knowing that Melville is not nutty or James is careful.,rule
8678,"If someone is both not modern and not nutty, then he is not careful.",rule
8679,Melville being not hungry and James being nutty imply that Kirk is careful.,rule
8680,"If there is someone who is either ugliest or not tender, then Baldwin is not nutty.",rule
8681,Melville is not nutty and Kirk is careful if and only if Baldwin is hungry and Keene is tender.,rule
8682,Someone being both not ugliest and not nutty is equivalent to being careful.,rule
8683,"If someone is not tender and careful, then he is not ugliest, and vice versa.",rule
8684,"If there is someone who is not nutty, then Melville is not modern.",rule
8685,"If someone is not tender, then he is modern, and vice versa.",rule
8686,"If Melville is not ugliest, then Kirk is careful and Kirk is not nutty, and vice versa.",rule
8687,"If someone is not tender or modern, then he is not hungry.",rule
8688,Carlton is eastern.,fact
8689,Martin is few.,fact
8690,Carolina is eastern.,fact
8691,Hall is not long.,fact
8692,Martin is long.,fact
8693,Jeremiah is not traditional.,fact
8694,Hall is not eastern.,fact
8695,Ramsey is long.,fact
8696,Michael is long.,fact
8697,Carolina is not traditional.,fact
8698,Jeremiah is few.,fact
8699,Ramsey is plain.,fact
8700,"If there is someone who is either not eastern or few, then Martin is traditional.",rule
8701,"If someone is not plain or he is not traditional, then he is not long.",rule
8702,Someone is pink and traditional if and only if he is not long and plain.,rule
8703,"If someone is both not traditional and eastern, then he is not few.",rule
8704,"If there is someone who is either not eastern or not traditional, then Martin is not pink.",rule
8705,Someone who is not traditional is always both not pink and plain.,rule
8706,Someone is plain and few if and only if he is eastern and not pink.,rule
8707,"If someone is not pink or he is eastern, then he is not few.",rule
8708,"If someone is not plain or traditional, then he is few.",rule
8709,"If there is at least one people who is either not long or eastern, then Martin is traditional and Carolina is not few.",rule
8710,Hall being not traditional is equivalent to Michael being eastern.,rule
8711,"If Michael is not long and Jeremiah is not pink, then Hall is not plain.",rule
8712,Kendrick is not adventurous.,fact
8713,Alfred is not silly.,fact
8714,Hadden is adventurous.,fact
8715,Hadden is nutty.,fact
8716,Alfred is nutty.,fact
8717,Ross is not crazy.,fact
8718,Ross is not rude.,fact
8719,Alfred is scary.,fact
8720,Timothy is scary.,fact
8721,Timothy is not silly.,fact
8722,Timothy is not adventurous.,fact
8723,Timothy is crazy.,fact
8724,"If someone is not adventurous or he is not nutty, then he is scary.",rule
8725,"If someone is not scary, then he is not silly, and vice versa.",rule
8726,"If there is someone who is not nutty, then Hadden is rude.",rule
8727,"If there is someone who is scary, then Gloria is not nutty and Joe is silly.",rule
8728,"If there is someone who is crazy, then Kendrick is scary.",rule
8729,"If there is at least one people who is both silly and adventurous, then Timothy is not rude.",rule
8730,Gloria being not nutty and Kendrick being silly imply that Joe is rude and Timothy is scary.,rule
8731,"If someone is not adventurous, then he is not crazy, and vice versa.",rule
8732,"If Kendrick is not silly, then Kendrick is not nutty, and vice versa.",rule
8733,"If there is at least one people who is not nutty or not crazy, then Joe is scary.",rule
8734,Ross being not silly implies that Ross is adventurous and Gloria is scary.,rule
8735,Someone is not adventurous and not scary if and only if he is crazy and rude.,rule
8736,Aiken is depressed.,fact
8737,Hall is not relevant.,fact
8738,Hall is puzzled.,fact
8739,Ives is not depressed.,fact
8740,Hall is clear.,fact
8741,Cedric is cooperative.,fact
8742,Ives is not clear.,fact
8743,Aiken is not clear.,fact
8744,Quinlan is tan.,fact
8745,Cedric is not relevant.,fact
8746,Quinlan is not clear.,fact
8747,Quinlan is puzzled.,fact
8748,"If Aiken is puzzled, then Gifford is relevant.",rule
8749,"if there is at least one people who is clear and depressed, then Aiken is not relevant and Quinlan is tan.",rule
8750,Someone who is eithor puzzled or clear is always not tan.,rule
8751,Someone who is both tan and depressed is always not relevant.,rule
8752,"If someone is tan or depressed, then he is not relevant.",rule
8753,Someone being not cooperative is equivalent to being not relevant.,rule
8754,Ives being cooperative is equivalent to Cedric being tan.,rule
8755,"If Quinlan is not puzzled, then Ives is not relevant, and vice versa.",rule
8756,"If there is at least one people who is tan, then Hall is puzzled and Ives is relevant.",rule
8757,"If there is nobody who is not not cooperative, then Quinlan is not tan.",rule
8758,"If someone is both tan and cooperative, then he is not relevant.",rule
8759,"If there is someone who is cooperative, then Hall is relevant.",rule
8760,Trevor is not sad.,fact
8761,Jonathan is not superior.,fact
8762,Eunice is innocent.,fact
8763,Jonathan is handsome.,fact
8764,Trevor is innocent.,fact
8765,Jonathan is not boring.,fact
8766,Lincoln is not sad.,fact
8767,Rick is plastic.,fact
8768,Rick is not sad.,fact
8769,Charles is not superior.,fact
8770,Eunice is boring.,fact
8771,Eunice is handsome.,fact
8772,Eunice being sad is equivalent to Eunice being superior.,rule
8773,"If there is at least one people who is superior or handsome, then Trevor is innocent.",rule
8774,"If there is someone who is handsome, then Lincoln is not plastic.",rule
8775,"As long as someone is plastic, he is not boring and innocent.",rule
8776,"If someone is not handsome, then he is innocent, and vice versa.",rule
8777,"If there is someone who is either handsome or sad, then Lincoln is not innocent.",rule
8778,"If Charles is not sad, then Aedan is boring.",rule
8779,"If there is someone who is plastic, then Jonathan is boring and Trevor is not handsome.",rule
8780,"If there is someone who is either not sad or not boring, then Jonathan is not superior.",rule
8781,"If someone is handsome, then he is not boring, and vice versa.",rule
8782,"If Eunice is not sad and Lincoln is not boring, then Trevor is not superior.",rule
8783,Rick is boring and Jonathan is not plastic if and only if Jonathan is sad and Rick is not innocent.,rule
8784,Curtis is not impressive.,fact
8785,Sloane is safe.,fact
8786,Curtis is safe.,fact
8787,Uriah is not impressive.,fact
8788,Caldwell is green.,fact
8789,Kayla is united.,fact
8790,Sloane is impressive.,fact
8791,Uriah is tender.,fact
8792,Uriah is united.,fact
8793,Caldwell is united.,fact
8794,Kyle is not safe.,fact
8795,Uriah is administrative.,fact
8796,Someone is administrative if and only if he is safe.,rule
8797,"If there is someone who is either not administrative or not safe, then Miranda is impressive and Caldwell is tender.",rule
8798,Someone who is eithor impressive or not tender is always safe.,rule
8799,"If Miranda is tender, then Curtis is safe and Curtis is not united.",rule
8800,"If someone is not tender or united, then he is not administrative.",rule
8801,"If there is at least one people who is green, then Kyle is not safe.",rule
8802,Uriah is impressive if and only if Caldwell is administrative and Caldwell is safe.,rule
8803,"If Uriah is not tender or Uriah is not impressive, then Kyle is green.",rule
8804,It can be concluded that Sloane is green and Sloane is not safe once knowing that Sloane is not united.,rule
8805,It can be concluded that Sloane is safe once knowing that Uriah is not administrative and Kyle is tender.,rule
8806,"If Kayla is not united or Sloane is not safe, then Kayla is impressive.",rule
8807,"If there is someone who is either not green or administrative, then Uriah is impressive.",rule
8808,Carl is not discreet.,fact
8809,Isabel is not humble.,fact
8810,Shawn is not elegant.,fact
8811,Carl is humble.,fact
8812,Isaiah is not elegant.,fact
8813,Shawn is terrible.,fact
8814,Isaiah is not humble.,fact
8815,Carl is not terrible.,fact
8816,Isabel is not terrible.,fact
8817,Shawn is discreet.,fact
8818,Matthew is discreet.,fact
8819,Hector is not terrible.,fact
8820,Hector being not humble is equivalent to Carl being similar.,rule
8821,"If there is at least one people who is elegant, then Isaiah is not discreet and Hector is terrible.",rule
8822,"If Shawn is not discreet or Isaiah is similar, then Carl is elegant.",rule
8823,"If Isaiah is fresh or Isabel is not humble, then Carl is not elegant.",rule
8824,"If there is someone who is not fresh, then Aubrey is similar.",rule
8825,Aubrey is terrible and Carl is not humble if and only if Matthew is elegant and Carl is not fresh.,rule
8826,"If there is at least one people who is discreet, then Isaiah is similar and Hector is not terrible.",rule
8827,Someone who is not elegant is always humble.,rule
8828,Someone is not similar and not humble if and only if he is not fresh and discreet.,rule
8829,Someone being elegant is equivalent to being terrible.,rule
8830,"If there is at least one people who is elegant, then Matthew is not similar and Isabel is fresh.",rule
8831,Shawn being not similar implies that Hector is not fresh.,rule
8832,Norman is administrative.,fact
8833,Keene is polite.,fact
8834,Rufus is not green.,fact
8835,Norman is sufficient.,fact
8836,Sean is serious.,fact
8837,Chandler is green.,fact
8838,Rufus is not polite.,fact
8839,Gifford is polite.,fact
8840,Sean is not administrative.,fact
8841,Norman is polite.,fact
8842,Chandler is sufficient.,fact
8843,Rufus is administrative.,fact
8844,"If someone is green and not administrative, then he is serious, and vice versa.",rule
8845,"If someone is polite, then he is both serious and administrative.",rule
8846,"If there is nobody who is not sufficient, then Gifford is foolish and Chandler is not polite.",rule
8847,"If there is at least one people who is both not administrative and not green, then Carlos is foolish.",rule
8848,Keene being not foolish or Sean being serious implies that Sean is not green.,rule
8849,It can be concluded that Carlos is serious once knowing that Chandler is green.,rule
8850,"If someone is both sufficient and not foolish, then he is not polite.",rule
8851,Rufus is not administrative if and only if Rufus is foolish and Chandler is not green.,rule
8852,All serious people are sufficient.,rule
8853,"If Norman is not green, then Rufus is serious and Keene is not polite, and vice versa.",rule
8854,"If Sean is polite or Norman is foolish, then Keene is sufficient.",rule
8855,Sean is not foolish if and only if Gifford is not administrative.,rule
8856,Gale is good.,fact
8857,Alfie is good.,fact
8858,Alfie is nice.,fact
8859,Gale is dangerous.,fact
8860,Gale is not homely.,fact
8861,Alfie is not white.,fact
8862,Sherard is dangerous.,fact
8863,Randolph is good.,fact
8864,Sherard is good.,fact
8865,Bryant is homely.,fact
8866,Mark is not dangerous.,fact
8867,Alfie is homely.,fact
8868,All not nice people are not happy.,rule
8869,Someone being both nice and not white is equivalent to being not dangerous.,rule
8870,"If there is someone who is homely, then Sherard is happy.",rule
8871,"If Sherard is not good or Alfie is happy, then Gale is not nice.",rule
8872,"If someone is good, then he is not dangerous.",rule
8873,"If someone is good or happy, then he is white.",rule
8874,Mark being not nice is equivalent to Alfie being good.,rule
8875,"If someone who is happy is also not homely, then he is not dangerous.",rule
8876,Someone is not white if and only if he is not happy.,rule
8877,"If there is at least one people who is nice or not white, then Randolph is not dangerous.",rule
8878,Mark being not happy is equivalent to Randolph being not homely.,rule
8879,"If Mark is not homely, then Randolph is white.",rule
8880,Sean is not eastern.,fact
8881,Justin is not attractive.,fact
8882,Jeremiah is not frail.,fact
8883,Jeremiah is miniscule.,fact
8884,Sean is attractive.,fact
8885,Jeremiah is eastern.,fact
8886,Carlton is emotional.,fact
8887,Morris is not arrow.,fact
8888,Justin is eastern.,fact
8889,Jeremiah is not emotional.,fact
8890,Kirby is miniscule.,fact
8891,Justin is emotional.,fact
8892,Ashley is not frail if and only if Carlton is not emotional.,rule
8893,Someone being both attractive and not eastern is equivalent to being arrow.,rule
8894,"If someone is not frail or he is arrow, then he is not attractive.",rule
8895,"If there is at least one people who is not attractive, then Morris is not frail and Morris is arrow.",rule
8896,"If there is someone who is either not attractive or not eastern, then Jeremiah is arrow.",rule
8897,"If all people are not eastern, then Jeremiah is not miniscule and Sean is not frail.",rule
8898,Someone being not frail is equivalent to being not eastern.,rule
8899,"If someone who is frail is also arrow, then he is emotional.",rule
8900,It can be concluded that Kirby is eastern once knowing that Morris is attractive.,rule
8901,"If someone is not attractive and not eastern, then he is both emotional and arrow, and vice versa.",rule
8902,Sean is miniscule if and only if Justin is attractive.,rule
8903,Someone who is eithor not frail or not eastern is always attractive.,rule
8904,Caldwell is few.,fact
8905,Baldwin is elegant.,fact
8906,Laurence is not informal.,fact
8907,Hubert is not elegant.,fact
8908,Hubert is not polite.,fact
8909,Hunter is not inquisitive.,fact
8910,Laurence is elegant.,fact
8911,Caldwell is informal.,fact
8912,Bud is not wrong.,fact
8913,Hubert is not few.,fact
8914,Laurence is polite.,fact
8915,Baldwin is not inquisitive.,fact
8916,"If there is someone who is either not wrong or few, then Hubert is not polite.",rule
8917,"If there is at least one people who is both polite and not informal, then Caldwell is few.",rule
8918,"If there is at least one people who is not few, then Hubert is informal and Hubert is not inquisitive.",rule
8919,"If there is someone who is not inquisitive, then Hunter is wrong.",rule
8920,Hunter is elegant if and only if Laurence is not polite.,rule
8921,Baldwin being elegant implies that Bud is not inquisitive.,rule
8922,Someone being both not wrong and not polite is equivalent to being inquisitive.,rule
8923,All few people are inquisitive.,rule
8924,"If there is someone who is both wrong and few, then Baldwin is not inquisitive and Anabelle is informal.",rule
8925,"If someone is either polite or not wrong, then he is not inquisitive and elegant.",rule
8926,Baldwin being not inquisitive implies that Hubert is not few and Hunter is not elegant.,rule
8927,"If someone is both informal and not polite, then he is not wrong.",rule
8928,Hubert is not helpless.,fact
8929,Hubert is evil.,fact
8930,Isabel is not automatic.,fact
8931,Walter is swift.,fact
8932,Amanda is not helpless.,fact
8933,Avery is not automatic.,fact
8934,Amanda is swift.,fact
8935,Isabel is not sensible.,fact
8936,Avery is lucky.,fact
8937,Gloria is not lucky.,fact
8938,Walter is not sensible.,fact
8939,Isabel is evil.,fact
8940,Kiefer being helpless and Walter being evil imply that Amanda is not lucky and Isabel is not swift.,rule
8941,Someone who is not swift is always both not lucky and automatic.,rule
8942,"If someone is both swift and automatic, then he is not helpless.",rule
8943,"If there is at least one people who is not automatic or evil, then Kiefer is lucky.",rule
8944,"If everyone is not helpless, then Amanda is swift and Walter is sensible.",rule
8945,"If there is someone who is either not automatic or lucky, then Amanda is helpless.",rule
8946,Kiefer is not evil if and only if Kiefer is swift.,rule
8947,"If someone is not evil and automatic, then he is not lucky and not helpless.",rule
8948,Someone is helpless if and only if he is not swift.,rule
8949,"If there is someone who is either swift or evil, then Amanda is helpless and Walter is sensible.",rule
8950,Someone is evil if and only if he is lucky.,rule
8951,"If there is at least one people who is both automatic and sensible, then Gloria is swift.",rule
8952,Arlen is self-disciplined.,fact
8953,Bud is annoyed.,fact
8954,Randolph is not wrong.,fact
8955,Jorge is not conscientious.,fact
8956,Chrysta is tired.,fact
8957,Bud is not conscientious.,fact
8958,Lars is not tremendous.,fact
8959,Lars is not conscientious.,fact
8960,Claude is conscientious.,fact
8961,Arlen is conscientious.,fact
8962,Claude is not annoyed.,fact
8963,Randolph is not conscientious.,fact
8964,"If there is at least one people who is conscientious or not wrong, then Arlen is not tired.",rule
8965,Someone who is self-disciplined is always tremendous.,rule
8966,"If there is someone who is both conscientious and self-disciplined, then Jorge is not tremendous.",rule
8967,"If someone who is annoyed is also tremendous, then he is wrong.",rule
8968,Bud being not annoyed and Jorge being not wrong imply that Chrysta is not conscientious.,rule
8969,"If someone is not self-disciplined and tired, then he is conscientious, and vice versa.",rule
8970,"If there is at least one people who is tremendous, then Arlen is conscientious.",rule
8971,Someone who is not self-disciplined is always not tremendous.,rule
8972,"If there is someone who is annoyed, then Bud is tired.",rule
8973,Randolph being wrong is equivalent to Chrysta being not tired.,rule
8974,Someone is self-disciplined if and only if he is not tremendous.,rule
8975,"If someone is tremendous or not wrong, then he is self-disciplined.",rule
8976,Harlan is not latter.,fact
8977,Camille is large.,fact
8978,Harlan is wild.,fact
8979,Sherwin is not large.,fact
8980,Katrina is not large.,fact
8981,Sherwin is not latter.,fact
8982,Louis is large.,fact
8983,Harlan is large.,fact
8984,Trent is not wild.,fact
8985,Katrina is vivacious.,fact
8986,Sherwin is worried.,fact
8987,Katrina is wild.,fact
8988,It can be concluded that Camille is vivacious once knowing that Trent is cloudy.,rule
8989,Harlan being cloudy is equivalent to Louis being vivacious.,rule
8990,Camille being not cloudy is equivalent to Dave being vivacious.,rule
8991,Someone who is both vivacious and worried is always not latter.,rule
8992,Camille is not wild if and only if Sherwin is not worried and Harlan is not vivacious.,rule
8993,Someone is cloudy and not vivacious if and only if he is not latter.,rule
8994,"If there is at least one people who is not worried, then Camille is not large.",rule
